%
freq per preWhitenedPer modelledPsd
400.51758 -56.19358 -53.78239 -61.02976 
401.59424 -57.12662 -54.67154 -61.07364 
402.67090 -60.36552 -57.86682 -61.11727 
403.74756 -66.81700 -64.27492 -61.16064 
404.82422 -66.19083 -63.60564 -61.20375 
405.90088 -60.77300 -58.14495 -61.24661 
406.97754 -57.28312 -54.61248 -54.07975 
408.05420 -55.10478 -52.39180 -61.33155 
409.13086 -54.57075 -51.81569 -61.37363 
410.20752 -56.33604 -53.53915 -61.41546 
411.28418 -62.18864 -59.35017 -61.45703 
412.36084 -70.94347 -68.06369 -61.49835 
413.43750 -61.31268 -58.39183 -61.53941 
414.51416 -60.01014 -57.04849 -61.58022 
415.59082 -64.30986 -61.30766 -61.62077 
416.66748 -70.28291 -67.24040 -61.66107 
417.74414 -60.84651 -57.76397 -61.70111 
418.82080 -58.27216 -55.14983 -61.74090 
419.89746 -59.62554 -56.46367 -61.78044 
420.97412 -66.30616 -63.10501 -61.81972 
422.05078 -74.66909 -71.42891 -61.85875 
423.12744 -63.61683 -60.33787 -61.89752 
424.20410 -62.49446 -59.17698 -61.93605 
425.28076 -66.81938 -63.46362 -61.97432 
426.35742 -83.74519 -80.35141 -62.01234 
427.43408 -65.73538 -62.30383 -62.05011 
428.51074 -62.92283 -59.45377 -62.08763 
429.58740 -64.85800 -61.35167 -62.12490 
430.66406 -73.45145 -69.90811 -62.16191 
431.74072 -68.83358 -65.25347 -62.19868 
432.81738 -63.27389 -59.65726 -62.23520 
433.89404 -61.81951 -58.16661 -62.27147 
434.97070 -62.44074 -58.75182 -62.30749 
436.04736 -64.59301 -60.86832 -62.34325 
437.12402 -68.14047 -64.38026 -62.37878 
438.20068 -69.20225 -65.40677 -62.41405 
439.27734 -67.01345 -63.18294 -62.44908 
440.35400 -68.23660 -64.37131 -62.48385 
441.43066 -80.62348 -76.72366 -62.51838 
442.50732 -67.79064 -63.85654 -62.55267 
443.58398 -62.20215 -58.23401 -62.58670 
444.66064 -61.22148 -57.21956 -62.62050 
445.73730 -62.17984 -58.14437 -62.65404 
446.81396 -60.95948 -56.89071 -62.68734 
447.89062 -59.17765 -55.07583 -62.72040 
448.96729 -60.49698 -56.36234 -62.75321 
450.04395 -66.42685 -62.25965 -62.78577 
451.12061 -59.91586 -55.71633 -62.81809 
452.19727 -54.59991 -50.36831 -53.71117 
453.27393 -52.87443 -48.61099 -62.88200 
454.35059 -53.57224 -49.27721 -62.91359 
455.42725 -56.12535 -51.79898 -62.94494 
456.50391 -59.20090 -54.84342 -62.97604 
457.58057 -61.40214 -57.01380 -63.00690 
458.65723 -64.69148 -60.27253 -63.03752 
459.73389 -66.15655 -61.70721 -63.06790 
460.81055 -62.22659 -57.74712 -63.09804 
461.88721 -61.12688 -56.61752 -63.12793 
462.96387 -63.65257 -59.11355 -63.15759 
464.04053 -70.94690 -66.37847 -63.18700 
465.11719 -81.44121 -76.84360 -63.21617 
466.19385 -85.87598 -81.24944 -63.24511 
467.27051 -69.25511 -64.59987 -63.27380 
468.34717 -63.21331 -58.52962 -63.30226 
469.42383 -61.73836 -57.02646 -63.33047 
470.50049 -63.44599 -58.70611 -63.35845 
471.57715 -64.63003 -59.86241 -63.38619 
472.65381 -62.08796 -57.29284 -63.41369 
473.73047 -61.60732 -56.78494 -63.44095 
474.80713 -65.27988 -60.43047 -63.46798 
475.88379 -76.54146 -71.66526 -63.49477 
476.96045 -69.86648 -64.96373 -63.52132 
478.03711 -70.27700 -65.34794 -63.54763 
479.11377 -75.40485 -70.44971 -63.57371 
480.19043 -64.24752 -59.26654 -63.59955 
481.26709 -60.90419 -55.89760 -63.62516 
482.34375 -61.94287 -56.91090 -63.65053 
483.42041 -67.70202 -62.64492 -63.67566 
484.49707 -68.65406 -63.57206 -63.70056 
485.57373 -65.12778 -60.02112 -63.72523 
486.65039 -68.01696 -62.88586 -63.74966 
487.72705 -77.77227 -72.61698 -63.77386 
488.80371 -67.01095 -61.83170 -63.79782 
489.88037 -66.39951 -61.19653 -63.82155 
490.95703 -73.63227 -68.40579 -63.84505 
492.03369 -64.13825 -58.88851 -63.86831 
493.11035 -59.54145 -54.26868 -63.89134 
494.18701 -59.73611 -54.44054 -63.91413 
495.26367 -64.46667 -59.14854 -63.93670 
496.34033 -62.92933 -57.58887 -63.95903 
497.41699 -57.84887 -52.48631 -59.48705 
498.49365 -56.85390 -51.46947 -64.00300 
499.57031 -59.29913 -53.89306 -64.02464 
500.64697 -65.44804 -60.02056 -64.04604 
501.72363 -67.75077 -62.30212 -64.06722 
502.80029 -66.99390 -61.52431 -64.08816 
503.87695 -70.23953 -64.74922 -64.10888 
504.95361 -66.07935 -60.56856 -64.12936 
506.03027 -63.54212 -58.01107 -64.14961 
507.10693 -66.72068 -61.16961 -64.16964 
508.18359 -79.62348 -74.05262 -64.18943 
509.26025 -64.86946 -59.27903 -64.20900 
510.33691 -62.72448 -57.11471 -64.22833 
511.41357 -67.53924 -61.91036 -64.24744 
512.49023 -72.00280 -66.35505 -64.26632 
513.56689 -61.78976 -56.12336 -64.28497 
514.64355 -60.04300 -54.35817 -64.30339 
515.72021 -63.44390 -57.74088 -64.32158 
516.79688 -78.96353 -73.24255 -64.33955 
517.87354 -64.77332 -59.03460 -64.35729 
518.95020 -62.01740 -56.26117 -64.37480 
520.02686 -64.32897 -58.55545 -64.39208 
521.10352 -66.84985 -61.05927 -64.40914 
522.18018 -63.71732 -57.90992 -64.42597 
523.25684 -64.04369 -58.21968 -64.44257 
524.33350 -70.34253 -64.50215 -64.45895 
525.41016 -65.68016 -59.82363 -64.47510 
526.48682 -60.85547 -54.98301 -64.49102 
527.56348 -60.78019 -54.89204 -64.50672 
528.64014 -65.04780 -59.14417 -64.52220 
529.71680 -72.14103 -66.22215 -64.53744 
530.79346 -68.58943 -62.65553 -64.55247 
531.87012 -71.21336 -65.26466 -64.56726 
532.94678 -68.77204 -62.80877 -64.58184 
534.02344 -61.73141 -55.75379 -64.59619 
535.10010 -59.95059 -53.95885 -64.61031 
536.17676 -62.61497 -56.60933 -64.62421 
537.25342 -70.81273 -64.79342 -64.63788 
538.33008 -63.57446 -57.54170 -64.65133 
539.40674 -60.56646 -54.52047 -64.66456 
540.48340 -61.78269 -55.72369 -64.67756 
541.56006 -60.17570 -54.10392 -64.69034 
542.63672 -55.10438 -49.02005 -52.08048 
543.71338 -52.36852 -46.27185 -64.71524 
544.79004 -51.90145 -45.79267 -64.72735 
545.86670 -53.46537 -47.34471 -64.73923 
546.94336 -57.19821 -51.06587 -64.75090 
548.02002 -63.75883 -57.61505 -64.76234 
549.09668 -75.26859 -69.11360 -64.77356 
550.17334 -90.24473 -84.07874 -64.78456 
551.25000 -76.20282 -70.02605 -64.79534 
552.32666 -72.42848 -66.24115 -64.80589 
553.40332 -73.08634 -66.88869 -64.81623 
554.47998 -70.58783 -64.38006 -64.82634 
555.55664 -65.70135 -59.48369 -64.83623 
556.63330 -63.90461 -57.67728 -64.84590 
557.70996 -65.33917 -59.10239 -64.85535 
558.78662 -70.37303 -64.12702 -64.86457 
559.86328 -72.39528 -66.14027 -64.87358 
560.93994 -70.16929 -63.90549 -64.88237 
562.01660 -73.42735 -67.15498 -64.89093 
563.09326 -71.85070 -65.56999 -64.89928 
564.16992 -65.37974 -59.09091 -64.90740 
565.24658 -63.57038 -57.27364 -64.91531 
566.32324 -65.70911 -59.40469 -64.92299 
567.39990 -74.96837 -68.65648 -64.93046 
568.47656 -75.29570 -68.97656 -64.93771 
569.55322 -69.78419 -63.45802 -64.94474 
570.62988 -71.35485 -65.02187 -64.95154 
571.70654 -68.48326 -62.14369 -64.95813 
572.78320 -64.00356 -57.65762 -64.96451 
573.85986 -63.41542 -57.06333 -64.97066 
574.93652 -67.89205 -61.53402 -64.97659 
576.01318 -82.63074 -76.26700 -64.98231 
577.08984 -65.88002 -59.51079 -64.98781 
578.16650 -63.37417 -56.99966 -64.99308 
579.24316 -65.50892 -59.12934 -64.99815 
580.31982 -71.46632 -65.08190 -65.00299 
581.39648 -72.18532 -65.79627 -65.00762 
582.47314 -73.35496 -66.96150 -65.01203 
583.54980 -65.88795 -59.49030 -65.01622 
584.62646 -59.32347 -52.92184 -65.02019 
585.70312 -56.81634 -50.41095 -65.02395 
586.77979 -57.47451 -51.06558 -65.02750 
587.85645 -59.01705 -52.60480 -49.70334 
588.93311 -54.96925 -48.55389 -65.03393 
590.00977 -51.17089 -44.75263 -65.03682 
591.08643 -49.73264 -43.31170 -65.03950 
592.16309 -50.36393 -43.94054 -65.04196 
593.23975 -52.65672 -46.23108 -65.04421 
594.31641 -54.93946 -48.51178 -65.04624 
595.39307 -55.32655 -48.89707 -65.04805 
596.46973 -56.31292 -49.88183 -65.04966 
597.54639 -60.38798 -53.95550 -65.05104 
598.62305 -65.93970 -59.50605 -65.05221 
599.69971 -61.08450 -54.64990 -65.05317 
600.77637 -59.44663 -53.01129 -65.05391 
601.85303 -61.61676 -55.18089 -65.05444 
602.92969 -65.97592 -59.53972 -65.05476 
604.00635 -64.83942 -58.40313 -65.05486 
605.08301 -63.50137 -57.06519 -65.05475 
606.15967 -65.29930 -58.86344 -65.05443 
607.23633 -69.18761 -62.75229 -65.05389 
608.31299 -72.86332 -66.42875 -65.05314 
609.38965 -80.67042 -74.23681 -65.05218 
610.46631 -70.98308 -64.55064 -65.05101 
611.54297 -65.31794 -58.88689 -65.04962 
612.61963 -64.27815 -57.84869 -65.04803 
613.69629 -67.13725 -60.70960 -65.04622 
614.77295 -77.10391 -70.67827 -65.04420 
615.84961 -78.28160 -71.85820 -65.04197 
616.92627 -72.72814 -66.30717 -65.03954 
618.00293 -69.61501 -63.19669 -65.03689 
619.07959 -66.19642 -59.78096 -65.03403 
620.15625 -65.60777 -59.19538 -65.03096 
621.23291 -69.70608 -63.29696 -65.02768 
622.30957 -80.51253 -74.10690 -65.02420 
